V1,Date,USDPM,Value,DealDay,黄金涨幅,比特币涨幅,黄金15日均价,黄金15日乖离率,比特币5日均价,比特币5日乖离率,当前黄金投资占比,当前比特币投资占比,黄金投资风险,比特币投资风险,黄金持有份额,比特币持有份额,现金持有份额,总资产,总资产变化率,当前黄金利润,当前比特币利润,牛市,黄金15日后预计份额,预计黄金涨幅,比特币5日后预计份额,预计比特币涨幅,预计现金持有份额,预计总资产,预计总资产变化率,黄金牛市,gold_cow,比特币牛市,bt_cow,黄金购买风险,比特币购买风险,黄金预测spss_黄金涨幅_模型_1,黄金残差spss_黄金涨幅_模型_1,黄金预测spss_比特币涨幅_模型_1,黄金残差spss_比特币涨幅_模型_1
269,42893,1291,2664.920863,1,.552645788336933,.495717485834761,.6377809764507,.686530971208047,.0421422781905623,.575632852315005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.555555555555556,10,1,30,.59861481341228,.857685739820897,.568871199102227,-.0162254107652942,.509681337245565,-.0139638514108043
270,42894,1273.1,2683.03,1,.469492440604751,.511266306496245,.638468877098431,.580150618093301,.0426474343508333,.567212517625045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.555555555555556,10,1,30,.563190155825069,.85488176836914,.56206952563133,-.0925770850265786,.514752313592606,-.00348600709636146
271,42895,1266.55,2827.4913,1,.530777537796977,.519567795493477,.638790232145547,.540519952902901,.0436474308078466,.615708377389349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.555555555555556,10,.966666666666667,28,.549993144316666,.848830889670653,.567892004863643,-.0371144670666664,.510233616787674,.00933417870580305
272,42896,1266.55,2845.372857,0,.566144708423326,.511200421662933,.638840443871659,.539971309021546,.044661961219489,.587905203098571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.555555555555556,10,.933333333333333,26,.549810445904175,.817372432631824,.564173712136634,.00197099628669224,.511017214531804,.000183207131129675
273,42897,1266.55,2898.63,0,.566144708423326,.513572275662143,.63889065559777,.539422751378287,.0447111592774569,.617003024038526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.555555555555556,10,.9,24,.54962777620897,.804862007004829,.564731716279255,.00141299214407124,.512414949709878,.00115732595226425
274,42898,1266.4,2657.675063,1,.565334773218143,.494268019501911,.638935846151271,.538102613955153,.0446878847778322,.477924803230231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.555555555555556,10,.866666666666667,22,.549188170447066,.736348959475667,.558608743851405,.00672602936673842,.511693777863138,-.0174257583612272
275,42899,1262,2748.185086,1,.542386609071274,.516010014494663,.638833748974844,.514969668876156,.0448971718164819,.523055212258841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.555555555555556,10,.833333333333333,20,.54148489973576,.729177385682194,.568004440394184,-.0256178313229105,.513566772596833,.00244324189782994
276,42900,1275.5,2706,1,.639038876889849,.507313216497562,.639262222370997,.584655977821333,.0445069251610068,.512384009970058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.555555555555556,10,.8,18,.564690440614504,.703423875320029,.573198949013901,.0658399278759476,.508286646199298,-.000973429701735782
277,42901,1254.55,2442.48025,1,.453023758099352,.492752668335749,.638872244631529,.473496555786725,.0432127790583853,.40136016321203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.555555555555556,10,.766666666666667,16,.527674353076979,.644252934349606,.571198118203398,-.118174360104047,.513144808340387,-.0203921400046379
278,42902,1255.4,2464.959814,1,.570734341252701,.51152984582949,.638555910757025,.481607688864126,.0418197711667438,.464181358053064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.555555555555556,10,.733333333333333,14,.530375360391754,.64297239223167,.570619199981339,.000115141271361745,.514743349338781,-.00321350350929058
279,42903,1255.4,2477.94,0,.566144708423326,.510870997496376,.637901484593368,.488708434493557,.0412424375864186,.493767195814164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.555555555555556,10,.7,12,.532739908686354,.630624476206117,.567484118160789,-.00133940973746317,.508617168134928,.00225382936144864
280,42904,1255.4,2507.389252,0,.566144708423326,.51199103966267,.637247058429712,.495823764462484,.0404689684666474,.542461851584105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.555555555555556,10,.666666666666667,10,.535109313566007,.624639796577507,.568191395515223,-.00204668709189719,.511271265965261,.000719773697408878
281,42905,1248.15,2617.210263,1,.526997840172786,.517261826327579,.636349942256515,.465491271793774,.0401837636996825,.624813625114247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.555555555555556,10,.633333333333333,8,.525008593507327,.629862937163044,.570111623849367,-.0431137836765804,.512222386988517,.00503943933906245
282,42906,1242.2,2600,1,.53401727861771,.508960337330347,.635086280482702,.446247548990398,.0406897386592786,.59281313524267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.555555555555556,10,.6,6,.518600433813803,.597006774035809,.561104006272917,-.0270867276552066,.51272168365145,-.00376134632110331
283,42907,1242.5,2671.04325,1,.567764578833693,.514758202661747,.633379081794902,.466475706274926,.0413517068137706,.610856000086819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.555555555555556,10,.6,6,.52533641018955,.603015048028911,.580130920113829,-.0123663412801363,.512363067700979,.00239513496076858
284,42908,1250.8,2727.288013,1,.610961123110151,.513769930162077,.632033407535106,.527413040775035,.0421526467010104,.6136327469386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.555555555555556,10,.6,6,.545628542578087,.603939704730554,.564417512067315,.0465436110428362,.510081353533111,.00368857662896561
285,42909,1255.7,2713.48,1,.592602591792657,.509223876663592,.63145095151221,.561159035458145,.0428146383426454,.579295538440714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.555555555555556,10,.6,6,.556865958807563,.592505414300758,.572954419821482,.0196481719711753,.513445696830634,-.00422182016704184
286,42910,1255.7,2589.164888,0,.566144708423326,.50191066016603,.631087753360001,.565188189477978,.0427245527661861,.507239667477783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.566666666666667,12,.6,6,.565607667096167,.568510809270102,.566997917931698,-.000853209508371853,.512373871652452,-.0104632114864225
287,42911,1255.7,2512.366286,0,.566144708423326,.505073132164976,.630724555207793,.56922198381594,.0424430613030495,.470705548984061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.577777777777778,14,.6,6,.574350920610708,.556344947811692,.574515347872103,-.00837063944877659,.510564397878655,-.00549126571367926
288,42912,1245.25,2502.03,1,.509719222462203,.509421531163526,.630011548697006,.518758603702384,.0419001676510474,.484209943221369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.588888888888889,16,.6,6,.564946615032894,.560841911092716,.570057598603476,-.0603383761412737,.511010577848839,-.00158904668531231
289,42913,1249.55,2517.903114,1,.589362850971922,.51106865199631,.62944750364035,.549044591685456,.0412275947463064,.519488765343418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6,18,.6,6,.582431849031257,.572589758859358,.571705811738544,.0176570392333783,.511076999089067,-8.34709275630374E-006
290,42914,1248,2585.349186,1,.557775377969763,.514494663328502,.628978860863307,.545576108417871,.0408160210646781,.578364744811267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.611111111111111,20,.6,6,.588676844103151,.592195460022152,.563133598963633,-.00535822099387006,.51187657234891,.00261809097959192
291,42915,1243.5,2558.3,1,.541846652267819,.508301488997233,.627907677372922,.532262160890611,.0407168788272207,.565124683641317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.622222222222222,22,.6,6,.591643299576573,.587786519652559,.567567377539858,-.0257207252720397,.511683001489134,-.00338151249190165
292,42916,1242.25,2477.641375,1,.55939524838013,.50480959283173,.627495941218806,.529823812695165,.0406053376684758,.5180450750603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.633333333333333,24,.6,6,.59823132962749,.57210900999508,.565666028962394,-.0062707805822647,.511638965356374,-.00682937252464395
293,42917,1242.25,2501.191343,0,.566144708423326,.511595730662801,.627055751753226,.53471647557654,.0406026437876025,.533205033845331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.644444444444444,26,.6,6,.607260586366988,.577157276270495,.568084418461175,-.00193971003784859,.512438325673692,-.000842595010890132
294,42918,1242.25,2421.26,0,.566144708423326,.504875477665041,.626615562287646,.53961601252485,.0402922129006731,.494032395159833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.655555555555556,28,.6,6,.616292132170775,.564112787588224,.572797374278659,-.00665266585533286,.512285884184291,-.00741040651924956
295,42919,1229.25,2561.225429,1,.495950323974082,.519238371326921,.625740204529098,.476238325433381,.0402147240970572,.587377230974932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.666666666666667,30,.6,6,.602587362369316,.595196617914652,.56596066503586,-.0700103410617779,.512350861112113,.00688751021480709
296,42920,1223.75,2599.729838,1,.536447084233261,.512584003162472,.624923427117679,.454292802219039,.0403478023974489,.606695117598269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.677777777777778,32,.6,6,.60267950313894,.601629474160224,.570274026138369,-.0338269419051071,.509989206240292,.00259479692217991
297,42921,1220.3,2598.89,1,.547516198704104,.51008037949664,.624190335916447,.44293094851916,.0407372695476663,.590170740394286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.688888888888889,34,.6,6,.60629600585688,.596126856551297,.568596076393461,-.0210798776893579,.511751366013739,-.00167098651709963
298,42922,1224.9,2609.96775,1,.59098272138229,.510805112663065,.623601184996736,.475403048455035,.0410866742295353,.583087008351952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.7,36,.6,6,.624509215135527,.5937679737812,.568935051585603,.0220476697966876,.511601558217986,-.000796445554921185
299,42923,1215.65,2491.201214,1,.516198704103672,.502305969165898,.622424556881517,.436155466610633,.0413113349652701,.499498426572304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.711111111111111,38,.6,6,.618839770381341,.565932976048577,.567932452003483,-.0517337478998107,.511904585076439,-.00959861591054103
300,42924,1215.65,2502.86,0,.566144708423326,.510805112663065,.621083903794333,.450997783278979,.0411238572326043,.513992822047799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.722222222222222,40,.6,6,.6311822618319,.570759609741917,.569103927193277,-.00295921876995048,.513061818584216,-.0022567059211515
301,42925,1215.65,2536.238938,0,.566144708423326,.512254578995915,.619743250707148,.465904314919054,.0409199157867714,.543038920527239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.733333333333333,42,.633333333333333,8,.643546136868045,.602631960535571,.574182850665838,-.00803814224251214,.510915357353943,.00133922164197164
302,42926,1211.9,2366.170143,1,.545896328293737,.498879957833707,.618277068304685,.460927452856545,.0401723878085795,.463090152011112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.744444444444444,44,.666666666666667,10,.64928884180123,.5982090206197,.571624503933374,-.025728175639637,.511600635882448,-.0127206780487415
303,42927,1211.05,2327.09,1,.561555075593952,.507510870997496,.617132240949336,.468879876944518,.0392637458247845,.472635547976813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.755555555555556,46,.7,12,.659336999022525,.623587637476279,.572453066970049,-.0108979913760969,.512105918475857,-.00459504747836047
304,42928,1218.8,2385.748571,1,.607991360691145,.513901699828699,.616102900564045,.524708030974822,.0389250175270236,.525137664796586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.766666666666667,48,.733333333333333,14,.685327774314616,.663270842377263,.566739060049464,.0412523006416808,.510233945032302,.0036677547963979
305,42929,1218.9,2354.783417,1,.566684665226783,.508103834497299,.615128793077477,.536309301535081,.0384493753100917,.523914007793778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.777777777777778,50,.766666666666667,16,.696590997411182,.685063364595328,.57478942392628,-.00810475869949736,.511759082982758,-.00365524848545971
306,42930,1230.3,2338.49,1,.627699784017278,.509026222163658,.614686929887693,.606616749501724,.0378141787019538,.53943274380927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.788888888888889,52,.8,18,.727403377584074,.712431103688487,.568024600021861,.0596751839954169,.512430119366292,-.0034038972026338
307,42931,1230.3,2058.9956,0,.566144708423326,.491698511002767,.614286909803002,.61120536112609,.0368274920992682,.385449647544427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.8,54,.833333333333333,20,.736331385254988,.683354732632294,.571387045304912,-.00524233688158574,.512274767488409,-.0205762564856421
308,42932,1230.3,1931.2143,0,.566144708423326,.501713005666096,.613886889718312,.615799952799357,.0355558852606807,.344067641433332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.811111111111111,56,.866666666666667,22,.745261384282186,.6917745245973,.571128183697812,-.00498347527448572,.51310280088762,-.0113897952215244
309,42933,1234.1,1910.96,1,.586663066954643,.508762682830412,.613614072673105,.64073922335601,.0340307994982386,.391799535874637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.822222222222222,58,.9,24,.760966161377551,.729869245446254,.570247412724762,.0164156542298817,.510057483395874,-.00129480056546188
310,42934,1240.75,2320.12225,1,.602051835853132,.537027276320991,.613999029239962,.674430017387137,.0339194630939313,.709687171721975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.833333333333333,60,.933333333333333,26,.779585195789917,.857925828183418,.564834084021501,.0372177518316312,.511782761212284,.0252445151087067
311,42935,1242.15,2264.7657,1,.573704103671707,.506456713664514,.614614959746933,.675319860141006,.0336826505690654,.679511325846156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.844444444444444,62,.966666666666667,28,.787281513426955,.87007727150677,.569746117489861,.00395798618184596,.510104974222792,-.00364826055827728
312,42936,1238.7,2265.21,1,.547516198704104,.51008037949664,.615230890253904,.648454448990426,.0343450393978195,.64618763663175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.855555555555556,64,1,30,.785735331513812,.881180482998373,.560780775298371,-.0132645765942672,.512858698721916,-.00277831922527658
313,42937,1248.55,2682.195363,1,.619330453563715,.537488470154171,.616022561802266,.69563790346913,.0367572931819252,.828294413228908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.866666666666667,66,1,30,.80884742185522,.941822039605226,.569081134604449,.0502493189592655,.511420384135387,.0260680860187831
314,42938,1248.55,2807.609857,0,.566144708423326,.518315983660561,.617123872328318,.68290403137968,.0396374550357084,.772795281685647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.877777777777778,68,1,30,.812007042449433,.92334082880132,.564971786595478,.00117292182784803,.510240698948404,.00807528471215778
315,42939,1248.55,2825.51,0,.566144708423326,.511200421662933,.618225182854369,.670215527702124,.0412608295419949,.711720082613101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.888888888888889,70,1,30,.815181770724807,.903002787510163,.56717725054115,-.00103254211782413,.514573855681675,-.00337343401874202
316,42940,1255.55,2751.821029,1,.603941684665227,.50527078666491,.619560814768942,.694664483885298,.0428253178071926,.602123614773914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.9,72,1,30,.830723273133804,.866507163719713,.562668370771156,.041273313894071,.513127740197408,-.00785695353249863
317,42941,1254.4,2560.997917,1,.559935205183586,.497562261167479,.620983480342109,.671799663632715,.0437754290113628,.452777243565979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.911111111111111,74,1,30,.830509287989694,.816774822107471,.566974604329785,-.00703939914619904,.510795783849456,-.0132335226819768
318,42942,1248.1,2564.3,1,.532127429805615,.510278033996574,.62222370997707,.621978845515253,.0433967329968599,.468003422657493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.922222222222222,76,1,30,.821318955556579,.821845139744945,.567318285287508,-.0351908554818936,.509371454156912,.000906579839661667
319,42943,1261.1,2647.625,1,.63633909287257,.515548820661484,.623639680653421,.679332732362944,.0428828397767617,.536818408418232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.933333333333333,78,1,30,.847817799876861,.844760530003271,.562102203068284,.0742368898042862,.510662189293851,.0048866313676326
320,42944,1264.9,2781.636583,1,.586663066954645,.518908947160364,.625179506920849,.683197062691832,.0427419123667453,.623484561848387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.944444444444444,80,1,30,.85650462187638,.873620359095513,.56688633682942,.0197767301252249,.51337269641926,.00553625074110398
321,42945,1264.9,2784.8,0,.566144708423326,.510278033996574,.626337724069827,.670025218066211,.042847845327655,.621224602847065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.955555555555556,82,1,30,.859518397616048,.872867792748073,.566247155721679,-.000102447298353062,.509391925396305,.000886108600268901
322,42946,1264.9,2745.955417,0,.566144708423326,.507576755830808,.627495941218806,.656901997998382,.0434419540891881,.574944473856014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.966666666666667,84,1,30,.862548365333461,.857456509794053,.563316679910157,.00282802851316961,.511439173940981,-.00386241811017303
323,42947,1267.55,2866.431667,1,.580453563714902,.517986559494005,.628742865750581,.657666102307761,.044412442285132,.609503270949336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.966666666666667,84,1,30,.862802812068484,.868964589226129,.567704121720951,.012749441993951,.514113016807911,.00387354268609395
324,42948,1270.95,2862.9,1,.584503239740821,.509882724996706,.629976400488727,.662769370393093,.0451039349990746,.581787551350584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.966666666666667,84,1,30,.8645022003409,.859735254599745,.569341589115339,.0151616506254822,.512308861481989,-.00242613648528304
325,42949,1269.6,2693.633983,1,.558855291576673,.498945842667018,.630942139354277,.644365078897064,.0448212586237036,.49415532801682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.966666666666667,84,1,30,.858373571272722,.830553724229601,.560227046785689,-.00137175520901615,.513173995140213,-.0142281524731946
326,42950,1268.1,2794.117717,1,.55804535637149,.516668862827777,.63181080221601,.626266861224521,.044851188403827,.551266175293237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.955555555555556,82,1,30,.844946864787766,.849571636372648,.56650348318693,-.00845812681543942,.511941223892547,.00472763893523041
327,42951,1257.7,2790,1,.509989200863932,.509816840163394,.632446817413426,.561268287539542,.0449926656224225,.543806069998087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.944444444444444,80,1,30,.815902339750668,.847087421309363,.564387087422033,-.0543978865581019,.508951006509166,.000865833654227942
328,42952,1257.7,3218.115017,0,.566144708423326,.538279088153907,.632753108942708,.557879319547036,.0461223205946205,.74531391665038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.933333333333333,78,1,30,.807373813409163,.914189534244577,.566705090817965,-.000560382394638748,.511725305289686,.026553782864221
329,42953,1257.7,3252.562533,0,.566144708423326,.512320463829226,.63305940047199,.554493630906163,.0473739698918725,.716338533340971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.922222222222222,76,1,30,.798846379091752,.904540731602543,.564201929827002,.0019427785963244,.50995020193916,.00237026189006628
330,42954,1258,3210.2,1,.567764578833693,.507313216497562,.633375734346494,.552667903030373,.0490332505190974,.633608120204099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.911111111111111,74,1,30,.790838411709114,.876991504027965,.565637333135446,.00212724569824701,.514478759325428,-.00716554282786623
331,42955,1261.8,3457.374333,1,.586663066954643,.526353933324549,.63358494987196,.571473980296929,.0511637213932733,.688242423802743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.9,72,1,30,.789700835438877,.895184727126314,.566271758673489,.0203913082811546,.512068898730857,.0142850345936917
332,42956,1271.05,3357.326317,1,.616090712742981,.503491896165503,.634142300031801,.616665053182727,.0529860510396948,.578907922595344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.888888888888889,70,1,30,.797349462709848,.85877633822425,.567613768094581,.0484769446483996,.510219409290707,-.00672751312520447
333,42957,1284.4,3340.28,1,.638228941684666,.508960337330347,.635357423803705,.677143078793059,.0533784616570141,.558528250905345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.877777777777778,68,1,30,.810088645238089,.85198990755148,.572791701186188,.0654372404984779,.514804982704076,-.00584464537372937
334,42958,1286.1,3632.506667,1,.575323974082072,.52931875082356,.636194285905568,.677188734768879,.0545988941288117,.661145440766309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.866666666666667,66,1,30,.802703848678037,.886161431775181,.568249119494855,.00707485458721788,.51092316709591,.0183955837276501
335,42959,1286.1,3852.802914,0,.566144708423326,.524575042825142,.636903944967948,.66925871066408,.0566630224901601,.699151525379098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.855555555555556,64,1,30,.792663150651139,.89881745795124,.570441406320995,-.00429669789766879,.50902595801019,.015549084814952
336,42960,1286.1,3868.52,0,.566144708423326,.51106865199631,.637613604030327,.661346338671581,.0579836785491525,.665989429889642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.844444444444444,62,1,30,.782628330777636,.887774480153251,.567725550329195,-.00158084190586869,.510410189940052,.000658462056258272
337,42961,1282.3,4282.992,1,.545626349892009,.537356700487548,.638196060053224,.633902864403059,.0609570432006038,.758005949971165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.833333333333333,60,1,30,.766089653846219,.918415981340398,.566668796254728,-.0210424463627189,.512635711542775,.0247209889447724
338,42962,1270.3,4217.028329,1,.501349892008639,.505797865331401,.638288114884429,.566694839239527,.0637732786272202,.650621349322693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.822222222222222,58,.966666666666667,28,.736309381466763,.860456909324457,.562675330703646,-.0613254386950064,.512435544727768,-.00663767939636716
339,42963,1272.75,4179.97,1,.579373650107992,.507642640664119,.638348368955763,.579545563509808,.0655318056550694,.589884985324286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.811111111111111,56,.933333333333333,26,.733188672648766,.818031700112987,.560248117963909,.0191255321440825,.513437246368527,-.00579460570440787
340,42964,1285.15,4328.725717,1,.633099352051836,.519831334826723,.638868897183122,.642158337396006,.0670605347256704,.60971975901061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.8,54,.9,24,.74663872635287,.802436679750533,.563953541591634,.0691458104602021,.51162259466913,.00820874015759313
341,42965,1295.8,4130.440067,1,.62365010799136,.497035182500988,.639796140391986,.690497796723998,.0679018577681317,.513163527067479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.788888888888889,52,.866666666666667,22,.755335766309091,.74808345451347,.565082290281361,.0585678177099986,.512317350051731,-.015282167550743
342,42966,1295.8,4104.71,0,.566144708423326,.508433258663856,.641071518235225,.676312368050472,.0673291916247007,.516673598765752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.777777777777778,50,.833333333333333,20,.743212018560807,.727052308388996,.567036610764871,-.000891902341544477,.51160399495809,-.00317073629423456
343,42967,1295.8,4157.958033,0,.566144708423326,.513572275662143,.642346896078464,.662183269629455,.0671394497629219,.541731405585203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.766666666666667,48,.8,18,.731107028786609,.713196558059873,.56936906246417,-.00322435404084414,.509112642743852,.00445963291829044
344,42968,1292.9,4043.722,1,.550485961123111,.502569508499144,.643525197917887,.633314164078161,.0667018025707758,.507824849571267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.755555555555556,46,.8,18,.714093616638028,.701905674907232,.573556735695012,-.0230707745719012,.512471577680889,-.00990206918174576
345,42969,1284.2,3986.28,1,.519168466522678,.506324943997892,.644402229400639,.576156712284801,.065601820137951,.511482041858761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.744444444444444,44,.8,18,.687660185190839,.703123519938967,.566348838162236,-.047180371639558,.511897303938257,-.00557235994036507
346,42970,1286.65,4174.95,1,.579373650107992,.522466728159178,.645234070329891,.580479512894002,.0657447921243293,.582539519301291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.733333333333333,42,.766666666666667,16,.681699677793703,.70458565992733,.562814617196052,.0165590329119394,.511922238340357,.0105444898188204
347,42971,1289,4340.316717,1,.578833693304535,.520951376993016,.645834937319028,.586758323902353,.0665015930912852,.628325979218471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.722222222222222,40,.733333333333333,14,.676390521859483,.697632551079751,.560478119840825,.0183555734637101,.512823598835553,.00812777815746306
348,42972,1285.3,4331.77,1,.546166306695464,.509553300830149,.645865064354695,.566262058740694,.0670599008779605,.610913915722815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.711111111111111,38,.7,12,.662165265560651,.669634333935697,.565809881451681,-.0196435747562171,.510909701603812,-.00135640077366287
349,42973,1285.3,4360.513317,0,.566144708423326,.511925154829358,.645838284767436,.566552565690236,.068077477872715,.596811481866478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.7,36,.666666666666667,10,.654862004374849,.642738223461537,.565062614568916,.00108209385441012,.513315920202358,-.00139076537299983
350,42974,1285.3,4354.308333,0,.566144708423326,.509685070496772,.645811505180176,.56684309673243,.0692596351635939,.566108799110201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.688888888888889,34,.633333333333333,8,.647558751211899,.610314230103697,.568899054194486,-.00275434577116012,.512508729116141,-.00282365861936921
351,42975,1285.3,4339.05,0,.566144708423326,.509092106996969,.645784725592916,.567133651870275,.0697867467852777,.548108023667397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.677777777777778,32,.6,6,.640255506072801,.582119971881243,.571291809383375,-.00514710096004897,.510455456466737,-.00136334946976813
352,42976,1318.65,4607.98545,1,.746220302375811,.527737514824087,.647001523089025,.735425590770574,.0706465353283958,.627276456758537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.666666666666667,30,.566666666666667,4,.688896721726601,.586283060100593,.566413242483135,.179807059892676,.512168478981166,.0155690358429214
353,42977,1308.5,4594.98785,1,.51133909287257,.509289761496903,.648280248380672,.666151477998671,.0714920270271747,.602535225559178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.655555555555556,28,.533333333333333,2,.658428442173558,.555844230111206,.567231731248513,-.055892638375943,.511142332275457,-.00185257077855311
354,42978,1311.75,4582.52,1,.583693304535637,.509289761496903,.649585753259578,.669484318770457,.0722051428266919,.581576990256449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.644444444444444,26,.5,0,.652138278150562,.526665137755398,.571335203994611,.0123581005410265,.511646560289134,-.00235679879223065
